Unnamed: 0,trace_name,network_code,receiver_code,receiver_type,source_origin_time,trace_start_time,receiver_latitude,receiver_longitude,receiver_elevation_m
235700,109C.TA_20140317132558_EV,TA,109C,BH,2014-03-17 13:25:37.37,2014-03-17 13:25:59.430000,32.8889,-117.1051,150.0
235710,109C.TA_20140329213302_EV,TA,109C,BH,2014-03-29 21:32:46.68,2014-03-29 21:33:03.770000,32.8889,-117.1051,150.0
235715,109C.TA_20140419121549_EV,TA,109C,BH,2014-04-19 12:15:12.53,2014-04-19 12:15:50.610000,32.8889,-117.1051,150.0
235716,109C.TA_20140510020551_EV,TA,109C,BH,2014-05-10 02:05:26.57,2014-05-10 02:05:52.640000,32.8889,-117.1051,150.0
235718,109C.TA_20140519200905_EV,TA,109C,BH,2014-05-19 20:08:50.83,2014-05-19 20:09:06.860000,32.8889,-117.1051,150.0
235725,109C.TA_20140705165948_EV,TA,109C,BH,2014-07-05 16:59:33.72,2014-07-05 16:59:49.280000,32.8889,-117.1051,150.0
235742,109C.TA_20150104031834_EV,TA,109C,BH,2015-01-04 03:18:09.62,2015-01-04 03:18:35.860000,32.8889,-117.1051,150.0
235743,109C.TA_20150104031838_EV,TA,109C,BH,2015-01-04 03:18:09.62,2015-01-04 03:18:39.860000,32.8889,-117.1051,150.0
235754,109C.TA_20150209014525_EV,TA,109C,BH,2015-02-09 01:45:02.52,2015-02-09 01:45:26.350000,32.8889,-117.1051,150.0
235755,109C.TA_20150209014528_EV,TA,109C,BH,2015-02-09 01:45:02.52,2015-02-09 01:45:29.350000,32.8889,-117.1051,150.0
235778,112A.TA_20070624073928_EV,TA,112A,BH,2007-06-24 07:39:28.36,2007-06-24 07:39:29.420000,32.5356,-114.5804,87.0
235780,112A.TA_20080209071213_EV,TA,112A,BH,2008-02-09 07:12:07.88,2008-02-09 07:12:14.560000,32.5356,-114.5804,87.0
235784,112A.TA_20080211182934_EV,TA,112A,BH,2008-02-11 18:29:34.72,2008-02-11 18:29:35.700000,32.5356,-114.5804,87.0
235785,112A.TA_20080211192332_EV,TA,112A,BH,2008-02-11 19:23:28.50,2008-02-11 19:23:33.620000,32.5356,-114.5804,87.0
235789,112A.TA_20080212044048_EV,TA,112A,BH,2008-02-12 04:40:46.06,2008-02-12 04:40:49.350000,32.5356,-114.5804,87.0
235791,112A.TA_20080212092724_EV,TA,112A,BH,2008-02-12 09:27:19.29,2008-02-12 09:27:25.520000,32.5356,-114.5804,87.0
235795,112A.TA_20080213071429_EV,TA,112A,BH,2008-02-13 07:14:25.84,2008-02-13 07:14:30.760000,32.5356,-114.5804,87.0
235796,112A.TA_20080214023644_EV,TA,112A,BH,2008-02-14 02:36:42.19,2008-02-14 02:36:45.500000,32.5356,-114.5804,87.0
235797,112A.TA_20080219224132_EV,TA,112A,BH,2008-02-19 22:41:29.45,2008-02-19 22:41:33.280000,32.5356,-114.5804,87.0
235798,112A.TA_20080220012858_EV,TA,112A,BH,2008-02-20 01:28:55.29,2008-02-20 01:28:59.600000,32.5356,-114.5804,87.0
235800,112A.TA_20080222193121_EV,TA,112A,BH,2008-02-22 19:31:17.62,2008-02-22 19:31:22.980000,32.5356,-114.5804,87.0
235805,112A.TA_20080421141633_EV,TA,112A,BH,2008-04-21 14:16:24.23,2008-04-21 14:16:34.550000,32.5356,-114.5804,87.0
235808,112A.TA_20080626014242_EV,TA,112A,BH,2008-06-26 01:42:35.38,2008-06-26 01:42:43.350000,32.5356,-114.5804,87.0
235831,157A.TA_20140215032358_EV,TA,157A,BH,2014-02-15 03:23:38.13,2014-02-15 03:23:59.760000,32.678,-80.9972,21.0
235835,158A.TA_20140216202402_EV,TA,158A,BH,2014-02-16 20:23:34.74,2014-02-16 20:24:03.230000,32.7364,-80.1935,12.0
235866,735A.TA_20111020122441_EV,TA,735A,BH,2011-10-20 12:24:42.47,2011-10-20 12:24:42.780000,28.8553,-97.8081,90.0
235894,A04A.TA_20060704203707_EV,TA,A04A,BH,2006-07-04 20:37:03.02,2006-07-04 20:37:08.640000,48.7197,-122.707,23.0
235909,A04A.TA_20071127061837_EV,TA,A04A,BH,2007-11-27 06:18:28.68,2007-11-27 06:18:38.320000,48.7197,-122.707,23.0
236062,A04D.TA_20150108020316_EV,TA,A04D,BH,2015-01-08 02:02:54.31,2015-01-08 02:03:17.840000,48.7201,-122.7063,13.0
236063,A04D.TA_20150108020318_EV,TA,A04D,BH,2015-01-08 02:02:54.31,2015-01-08 02:03:19.840000,48.7201,-122.7063,13.0
236064,A04D.TA_20150108020319_EV,TA,A04D,BH,2015-01-08 02:02:54.31,2015-01-08 02:03:20.840000,48.7201,-122.7063,13.0
236073,A04D.TA_20150215041236_EV,TA,A04D,BH,2015-02-15 04:12:20.61,2015-02-15 04:12:37.020000,48.7201,-122.7063,13.0
236129,A05A.TA_20060704203710_EV,TA,A05A,BH,2006-07-04 20:37:03.02,2006-07-04 20:37:11.550000,48.9983,-122.0852,174.3
236258,A16.CN_20130711201604_EV,CN,A16,HH,2013-07-11 20:16:07.07,2013-07-11 20:16:05.540000,47.468,-70.0096,13.0
236262,A21.CN_20130307221855_EV,CN,A21,HH,2013-03-07 22:18:38.25,2013-03-07 22:18:56.050000,47.7045,-69.6892,47.0
236263,A21.CN_20130711201607_EV,CN,A21,HH,2013-07-11 20:16:07.07,2013-07-11 20:16:08.370000,47.7045,-69.6892,47.0
236266,A61.CN_20130307221853_EV,CN,A61,HH,2013-03-07 22:18:38.25,2013-03-07 22:18:54.540000,47.6936,-70.0914,380.0
236268,A64.CN_20130307221850_EV,CN,A64,HH,2013-03-07 22:18:38.25,2013-03-07 22:18:51.710000,47.8274,-69.8914,132.0
236269,A64.CN_20130711201601_EV,CN,A64,HH,2013-07-11 20:16:07.07,2013-07-11 20:16:02.120000,47.8274,-69.8914,132.0
240162,ABVI.PR_20130112142302_EV,PR,ABVI,BH,2013-01-12 14:22:57.54,2013-01-12 14:23:03.940000,18.72961,-64.332542,8.0
240164,ABVI.PR_20130123122113_EV,PR,ABVI,BH,2013-01-23 12:21:13.30,2013-01-23 12:21:14.060000,18.72961,-64.332542,8.0
240165,ABVI.PR_20130123122115_EV,PR,ABVI,BH,2013-01-23 12:21:13.30,2013-01-23 12:21:16.060000,18.72961,-64.332542,8.0
240172,ABVI.PR_20130727042531_EV,PR,ABVI,BH,2013-07-27 04:25:25.16,2013-07-27 04:25:32.500000,18.72961,-64.332542,8.0
240173,ABVI.PR_20130727061050_EV,PR,ABVI,BH,2013-07-27 06:10:48.37,2013-07-27 06:10:51.600000,18.72961,-64.332542,8.0
240174,ABVI.PR_20130727061053_EV,PR,ABVI,BH,2013-07-27 06:10:48.37,2013-07-27 06:10:54.600000,18.72961,-64.332542,8.0
240176,ABVI.PR_20130903092906_EV,PR,ABVI,BH,2013-09-03 09:28:59.40,2013-09-03 09:29:07.060000,18.72961,-64.332542,8.0
240177,ABVI.PR_20130903092910_EV,PR,ABVI,BH,2013-09-03 09:28:59.40,2013-09-03 09:29:11.060000,18.72961,-64.332542,8.0
240179,ABVI.PR_20130914140419_EV,PR,ABVI,BH,2013-09-14 14:04:18.30,2013-09-14 14:04:20.190000,18.72961,-64.332542,8.0
240184,ABVI.PR_20130914163403_EV,PR,ABVI,BH,2013-09-14 16:34:03.22,2013-09-14 16:34:04.400000,18.72961,-64.332542,8.0
240185,ABVI.PR_20130914163404_EV,PR,ABVI,BH,2013-09-14 16:34:03.22,2013-09-14 16:34:05.400000,18.72961,-64.332542,8.0
240199,AC04.C1_20140522163733_EV,C1,AC04,HH,2014-05-22 16:37:28.83,2014-05-22 16:37:34.840000,-28.2046,-71.0739,249.0
240200,AC04.C1_20140606123809_EV,C1,AC04,HH,2014-06-06 12:37:57.89,2014-06-06 12:38:10.290000,-28.2046,-71.0739,249.0
240201,AC04.C1_20140613053905_EV,C1,AC04,HH,2014-06-13 05:39:00.48,2014-06-13 05:39:06.000000,-28.2046,-71.0739,249.0
240202,AC04.C1_20140614161154_EV,C1,AC04,HH,2014-06-14 16:11:29.96,2014-06-14 16:11:55.710000,-28.2046,-71.0739,249.0
240204,AC04.C1_20140616231955_EV,C1,AC04,HH,2014-06-16 23:19:54.05,2014-06-16 23:19:56.600000,-28.2046,-71.0739,249.0
240205,AC04.C1_20140619230118_EV,C1,AC04,HH,2014-06-19 23:01:17.26,2014-06-19 23:01:19.450000,-28.2046,-71.0739,249.0
240207,AC04.C1_20140627183029_EV,C1,AC04,HH,2014-06-27 18:30:03.69,2014-06-27 18:30:30.310000,-28.2046,-71.0739,249.0
240208,AC04.C1_20140630122237_EV,C1,AC04,HH,2014-06-30 12:22:13.28,2014-06-30 12:22:38.340000,-28.2046,-71.0739,249.0
240209,AC04.C1_20140702232732_EV,C1,AC04,HH,2014-07-02 23:27:04.43,2014-07-02 23:27:33.440000,-28.2046,-71.0739,249.0
240210,AC04.C1_20140710131817_EV,C1,AC04,HH,2014-07-10 13:18:01.52,2014-07-10 13:18:18.480000,-28.2046,-71.0739,249.0
240211,AC04.C1_20140713071858_EV,C1,AC04,HH,2014-07-13 07:18:25.56,2014-07-13 07:18:59.190000,-28.2046,-71.0739,249.0
240212,AC04.C1_20140715193220_EV,C1,AC04,HH,2014-07-15 19:32:05.48,2014-07-15 19:32:21.060000,-28.2046,-71.0739,249.0
240213,AC04.C1_20140720063145_EV,C1,AC04,HH,2014-07-20 06:31:45.70,2014-07-20 06:31:46.520000,-28.2046,-71.0739,249.0
240214,AC04.C1_20140720063148_EV,C1,AC04,HH,2014-07-20 06:31:45.70,2014-07-20 06:31:49.460000,-28.2046,-71.0739,249.0
240215,AC04.C1_20140807220013_EV,C1,AC04,HH,2014-08-07 21:59:44.41,2014-08-07 22:00:14.070000,-28.2046,-71.0739,249.0
240216,AC04.C1_20140819040730_EV,C1,AC04,HH,2014-08-19 04:07:29.19,2014-08-19 04:07:31.660000,-28.2046,-71.0739,249.0
240218,AC04.C1_20140824165449_EV,C1,AC04,HH,2014-08-24 16:54:39.40,2014-08-24 16:54:50.710000,-28.2046,-71.0739,249.0
240220,AC04.C1_20140903084703_EV,C1,AC04,HH,2014-09-03 08:46:24.66,2014-09-03 08:47:04.390000,-28.2046,-71.0739,249.0
240221,AC04.C1_20140904130731_EV,C1,AC04,HH,2014-09-04 13:07:08.81,2014-09-04 13:07:32.450000,-28.2046,-71.0739,249.0
240222,AC04.C1_20140910124947_EV,C1,AC04,HH,2014-09-10 12:49:13.43,2014-09-10 12:49:48.200000,-28.2046,-71.0739,249.0
240223,AC04.C1_20140912121103_EV,C1,AC04,HH,2014-09-12 12:10:55.93,2014-09-12 12:11:04.580000,-28.2046,-71.0739,249.0
240224,AC04.C1_20140914053349_EV,C1,AC04,HH,2014-09-14 05:33:27.23,2014-09-14 05:33:50.560000,-28.2046,-71.0739,249.0
240225,AC04.C1_20140918234354_EV,C1,AC04,HH,2014-09-18 23:43:24.00,2014-09-18 23:43:55.350000,-28.2046,-71.0739,249.0
240226,AC04.C1_20140919161546_EV,C1,AC04,HH,2014-09-19 16:15:24.83,2014-09-19 16:15:47.240000,-28.2046,-71.0739,249.0
240229,AC04.C1_20141019230523_EV,C1,AC04,HH,2014-10-19 23:05:08.86,2014-10-19 23:05:24.910000,-28.2046,-71.0739,249.0
240230,AC04.C1_20141023002145_EV,C1,AC04,HH,2014-10-23 00:21:24.91,2014-10-23 00:21:46.820000,-28.2046,-71.0739,249.0
240231,AC04.C1_20141102012652_EV,C1,AC04,HH,2014-11-02 01:26:44.91,2014-11-02 01:26:53.350000,-28.2046,-71.0739,249.0
240232,AC04.C1_20141109035403_EV,C1,AC04,HH,2014-11-09 03:53:40.10,2014-11-09 03:54:04.830000,-28.2046,-71.0739,249.0
240233,AC04.C1_20141110090843_EV,C1,AC04,HH,2014-11-10 09:08:21.28,2014-11-10 09:08:44.830000,-28.2046,-71.0739,249.0
240234,AC04.C1_20141117063514_EV,C1,AC04,HH,2014-11-17 06:34:55.40,2014-11-17 06:35:15.560000,-28.2046,-71.0739,249.0
240235,AC04.C1_20141123174903_EV,C1,AC04,HH,2014-11-23 17:48:54.87,2014-11-23 17:49:04.710000,-28.2046,-71.0739,249.0
240236,AC04.C1_20141129133036_EV,C1,AC04,HH,2014-11-29 13:30:15.70,2014-11-29 13:30:37.310000,-28.2046,-71.0739,249.0
240237,AC04.C1_20150101210857_EV,C1,AC04,HH,2015-01-01 21:08:20.63,2015-01-01 21:08:58.150000,-28.2046,-71.0739,249.0
240238,AC04.C1_20150104002028_EV,C1,AC04,HH,2015-01-04 00:20:13.50,2015-01-04 00:20:29.740000,-28.2046,-71.0739,249.0
240241,AC04.C1_20150121173355_EV,C1,AC04,HH,2015-01-21 17:33:38.49,2015-01-21 17:33:56.080000,-28.2046,-71.0739,249.0
240242,AC04.C1_20150121173359_EV,C1,AC04,HH,2015-01-21 17:33:38.49,2015-01-21 17:34:00.080000,-28.2046,-71.0739,249.0
240243,AC04.C1_20150123012557_EV,C1,AC04,HH,2015-01-23 01:25:37.41,2015-01-23 01:25:58.550000,-28.2046,-71.0739,249.0
240244,AC04.C1_20150123012600_EV,C1,AC04,HH,2015-01-23 01:25:37.41,2015-01-23 01:26:01.550000,-28.2046,-71.0739,249.0
240245,AC04.C1_20150123012601_EV,C1,AC04,HH,2015-01-23 01:25:37.41,2015-01-23 01:26:02.550000,-28.2046,-71.0739,249.0
240246,AC04.C1_20150130200818_EV,C1,AC04,HH,2015-01-30 20:07:42.14,2015-01-30 20:08:19.840000,-28.2046,-71.0739,249.0
240247,AC04.C1_20150130200819_EV,C1,AC04,HH,2015-01-30 20:07:42.14,2015-01-30 20:08:20.840000,-28.2046,-71.0739,249.0
240248,AC04.C1_20150131234616_EV,C1,AC04,HH,2015-01-31 23:45:43.21,2015-01-31 23:46:17.440000,-28.2046,-71.0739,249.0
240249,AC04.C1_20150131234618_EV,C1,AC04,HH,2015-01-31 23:45:43.21,2015-01-31 23:46:19.440000,-28.2046,-71.0739,249.0
240257,AC04.C1_20150210122703_EV,C1,AC04,HH,2015-02-10 12:27:06.11,2015-02-10 12:27:04.710000,-28.2046,-71.0739,249.0
240258,AC04.C1_20150210122704_EV,C1,AC04,HH,2015-02-10 12:27:06.11,2015-02-10 12:27:05.710000,-28.2046,-71.0739,249.0
240259,AC04.C1_20150210122707_EV,C1,AC04,HH,2015-02-10 12:27:06.11,2015-02-10 12:27:08.710000,-28.2046,-71.0739,249.0
240260,AC04.C1_20150211095042_EV,C1,AC04,HH,2015-02-11 09:50:39.51,2015-02-11 09:50:43.290000,-28.2046,-71.0739,249.0
240261,AC04.C1_20150211095043_EV,C1,AC04,HH,2015-02-11 09:50:39.51,2015-02-11 09:50:44.290000,-28.2046,-71.0739,249.0
240262,AC04.C1_20150211095044_EV,C1,AC04,HH,2015-02-11 09:50:39.51,2015-02-11 09:50:45.290000,-28.2046,-71.0739,249.0
240263,AC04.C1_20150211170740_EV,C1,AC04,HH,2015-02-11 17:07:17.00,2015-02-11 17:07:41.660000,-28.2046,-71.0739,249.0
240264,AC04.C1_20150211170744_EV,C1,AC04,HH,2015-02-11 17:07:17.00,2015-02-11 17:07:45.660000,-28.2046,-71.0739,249.0
240265,AC04.C1_20150223143625_EV,C1,AC04,HH,2015-02-23 14:36:14.15,2015-02-23 14:36:26.390000,-28.2046,-71.0739,249.0
240266,AC04.C1_20150223143626_EV,C1,AC04,HH,2015-02-23 14:36:14.15,2015-02-23 14:36:27.390000,-28.2046,-71.0739,249.0
240267,AC04.C1_20150223143627_EV,C1,AC04,HH,2015-02-23 14:36:14.15,2015-02-23 14:36:28.390000,-28.2046,-71.0739,249.0
240268,AC04.C1_20150223143629_EV,C1,AC04,HH,2015-02-23 14:36:14.15,2015-02-23 14:36:30.390000,-28.2046,-71.0739,249.0
240269,AC04.C1_20150224042854_EV,C1,AC04,HH,2015-02-24 04:28:50.97,2015-02-24 04:28:55.730000,-28.2046,-71.0739,249.0
240270,AC04.C1_20150224042857_EV,C1,AC04,HH,2015-02-24 04:28:50.97,2015-02-24 04:28:58.730000,-28.2046,-71.0739,249.0
240271,AC04.C1_20150224042858_EV,C1,AC04,HH,2015-02-24 04:28:50.97,2015-02-24 04:28:59.730000,-28.2046,-71.0739,249.0
240273,AC04.C1_20150227181222_EV,C1,AC04,HH,2015-02-27 18:12:12.45,2015-02-27 18:12:23.120000,-28.2046,-71.0739,249.0
240274,AC04.C1_20150227181223_EV,C1,AC04,HH,2015-02-27 18:12:12.45,2015-02-27 18:12:24.120000,-28.2046,-71.0739,249.0
240275,AC04.C1_20150227181224_EV,C1,AC04,HH,2015-02-27 18:12:12.45,2015-02-27 18:12:25.120000,-28.2046,-71.0739,249.0
240276,AC04.C1_20150227181225_EV,C1,AC04,HH,2015-02-27 18:12:12.45,2015-02-27 18:12:26.120000,-28.2046,-71.0739,249.0
240277,AC04.C1_20150228120148_EV,C1,AC04,HH,2015-02-28 12:01:39.17,2015-02-28 12:01:49.010000,-28.2046,-71.0739,249.0
240278,AC04.C1_20150228120149_EV,C1,AC04,HH,2015-02-28 12:01:39.17,2015-02-28 12:01:50.010000,-28.2046,-71.0739,249.0
240279,AC04.C1_20150228120150_EV,C1,AC04,HH,2015-02-28 12:01:39.17,2015-02-28 12:01:51.010000,-28.2046,-71.0739,249.0
240280,AC04.C1_20150301154827_EV,C1,AC04,HH,2015-03-01 15:48:17.45,2015-03-01 15:48:28.620000,-28.2046,-71.0739,249.0
240281,AC04.C1_20150301154831_EV,C1,AC04,HH,2015-03-01 15:48:17.45,2015-03-01 15:48:32.620000,-28.2046,-71.0739,249.0
240282,AC04.C1_20150301154832_EV,C1,AC04,HH,2015-03-01 15:48:17.45,2015-03-01 15:48:33.620000,-28.2046,-71.0739,249.0
240284,AC04.C1_20150305213042_EV,C1,AC04,HH,2015-03-05 21:30:32.64,2015-03-05 21:30:43.290000,-28.2046,-71.0739,249.0
240285,AC04.C1_20150314160351_EV,C1,AC04,HH,2015-03-14 16:03:46.71,2015-03-14 16:03:52.470000,-28.2046,-71.0739,249.0
240286,AC04.C1_20150315004218_EV,C1,AC04,HH,2015-03-15 00:42:06.89,2015-03-15 00:42:19.260000,-28.2046,-71.0739,249.0
240287,AC04.C1_20150315004220_EV,C1,AC04,HH,2015-03-15 00:42:06.89,2015-03-15 00:42:21.260000,-28.2046,-71.0739,249.0
240288,AC04.C1_20150315004221_EV,C1,AC04,HH,2015-03-15 00:42:06.89,2015-03-15 00:42:22.260000,-28.2046,-71.0739,249.0
240289,AC04.C1_20150315232748_EV,C1,AC04,HH,2015-03-15 23:27:35.74,2015-03-15 23:27:49.760000,-28.2046,-71.0739,249.0
240290,AC04.C1_20150315232750_EV,C1,AC04,HH,2015-03-15 23:27:35.74,2015-03-15 23:27:51.760000,-28.2046,-71.0739,249.0
240291,AC04.C1_20150321163145_EV,C1,AC04,HH,2015-03-21 16:31:29.51,2015-03-21 16:31:46.640000,-28.2046,-71.0739,249.0
240292,AC04.C1_20150321163148_EV,C1,AC04,HH,2015-03-21 16:31:29.51,2015-03-21 16:31:49.640000,-28.2046,-71.0739,249.0
240293,AC04.C1_20150321163149_EV,C1,AC04,HH,2015-03-21 16:31:29.51,2015-03-21 16:31:50.640000,-28.2046,-71.0739,249.0
240294,AC04.C1_20150322022039_EV,C1,AC04,HH,2015-03-22 02:20:34.46,2015-03-22 02:20:40.060000,-28.2046,-71.0739,249.0
240295,AC04.C1_20150322022040_EV,C1,AC04,HH,2015-03-22 02:20:34.46,2015-03-22 02:20:41.810000,-28.2046,-71.0739,249.0
240296,AC04.C1_20150322022041_EV,C1,AC04,HH,2015-03-22 02:20:34.46,2015-03-22 02:20:42.810000,-28.2046,-71.0739,249.0
240297,AC04.C1_20150322022042_EV,C1,AC04,HH,2015-03-22 02:20:34.46,2015-03-22 02:20:43.810000,-28.2046,-71.0739,249.0
240298,AC04.C1_20150322022043_EV,C1,AC04,HH,2015-03-22 02:20:34.46,2015-03-22 02:20:44.060000,-28.2046,-71.0739,249.0
240299,AC04.C1_20150325192934_EV,C1,AC04,HH,2015-03-25 19:29:11.17,2015-03-25 19:29:35.910000,-28.2046,-71.0739,249.0
240300,AC04.C1_20150325192936_EV,C1,AC04,HH,2015-03-25 19:29:11.17,2015-03-25 19:29:37.910000,-28.2046,-71.0739,249.0
240301,AC04.C1_20150325192937_EV,C1,AC04,HH,2015-03-25 19:29:11.17,2015-03-25 19:29:38.910000,-28.2046,-71.0739,249.0
240302,AC04.C1_20150327032939_EV,C1,AC04,HH,2015-03-27 03:29:19.22,2015-03-27 03:29:40.620000,-28.2046,-71.0739,249.0
240303,AC04.C1_20150327032940_EV,C1,AC04,HH,2015-03-27 03:29:19.22,2015-03-27 03:29:41.620000,-28.2046,-71.0739,249.0
240304,AC04.C1_20150327032943_EV,C1,AC04,HH,2015-03-27 03:29:19.22,2015-03-27 03:29:44.620000,-28.2046,-71.0739,249.0
240305,AC04.C1_20150401081742_EV,C1,AC04,HH,2015-04-01 08:17:25.98,2015-04-01 08:17:43.410000,-28.2046,-71.0739,249.0
240306,AC04.C1_20150401081743_EV,C1,AC04,HH,2015-04-01 08:17:25.98,2015-04-01 08:17:44.410000,-28.2046,-71.0739,249.0
240307,AC04.C1_20150402074203_EV,C1,AC04,HH,2015-04-02 07:42:02.49,2015-04-02 07:42:04.120000,-28.2046,-71.0739,249.0
240308,AC04.C1_20150402074205_EV,C1,AC04,HH,2015-04-02 07:42:02.49,2015-04-02 07:42:06.120000,-28.2046,-71.0739,249.0
240310,AC04.C1_20150416233705_EV,C1,AC04,HH,2015-04-16 23:36:47.82,2015-04-16 23:37:06.190000,-28.2046,-71.0739,249.0
240311,AC04.C1_20150416233706_EV,C1,AC04,HH,2015-04-16 23:36:47.82,2015-04-16 23:37:07.190000,-28.2046,-71.0739,249.0
240312,AC04.C1_20150420161841_EV,C1,AC04,HH,2015-04-20 16:18:30.44,2015-04-20 16:18:42.330000,-28.2046,-71.0739,249.0
240315,AC04.C1_20150429113415_EV,C1,AC04,HH,2015-04-29 11:34:16.16,2015-04-29 11:34:16.750000,-28.2046,-71.0739,249.0
240316,AC04.C1_20150429113416_EV,C1,AC04,HH,2015-04-29 11:34:16.16,2015-04-29 11:34:17.750000,-28.2046,-71.0739,249.0
240317,AC04.C1_20150429113420_EV,C1,AC04,HH,2015-04-29 11:34:16.16,2015-04-29 11:34:21.750000,-28.2046,-71.0739,249.0
240318,AC04.C1_20160914211626_EV,C1,AC04,BH,2016-09-14 21:16:16.900000,2016-09-14 21:16:26.800000,-28.2046,-71.0739,249.0
240319,AC04.C1_20171107220458_EV,C1,AC04,BH,2017-11-07 22:04:36.120000,2017-11-07 22:04:58.750000,-28.2046,-71.0739,249.0
240321,AC05.C1_20140521090116_EV,C1,AC05,HH,2014-05-21 09:00:53.44,2014-05-21 09:01:17.480000,-28.836377,-70.273777,1227.0
240322,AC05.C1_20140522163740_EV,C1,AC05,HH,2014-05-22 16:37:28.83,2014-05-22 16:37:41.200000,-28.836377,-70.273777,1227.0
240323,AC05.C1_20140606123810_EV,C1,AC05,HH,2014-06-06 12:37:57.89,2014-06-06 12:38:11.950000,-28.836377,-70.273777,1227.0
240324,AC05.C1_20140608202015_EV,C1,AC05,HH,2014-06-08 20:19:35.14,2014-06-08 20:20:16.350000,-28.836377,-70.273777,1227.0
240326,AC05.C1_20140613053916_EV,C1,AC05,HH,2014-06-13 05:39:00.48,2014-06-13 05:39:17.200000,-28.836377,-70.273777,1227.0
240327,AC05.C1_20140614161150_EV,C1,AC05,HH,2014-06-14 16:11:29.96,2014-06-14 16:11:51.250000,-28.836377,-70.273777,1227.0
240330,AC05.C1_20140619230125_EV,C1,AC05,HH,2014-06-19 23:01:17.26,2014-06-19 23:01:26.850000,-28.836377,-70.273777,1227.0
